uniprot_id,elm,pathway_id,display_name
P14635,DEG_APCC_DBOX_1,R-HSA-2514853.1,Condensation of Prometaphase Chromosomes
P14635,DEG_APCC_DBOX_1,R-HSA-2565942.1,Regulation of PLK1 Activity at G2/M Transition
P14635,DEG_APCC_DBOX_1,R-HSA-2980767.1,Activation of NIMA Kinases NEK9 NEK6 NEK7
P14635,DEG_APCC_DBOX_1,R-HSA-3301854.1,Nuclear Pore Complex (NPC) Disassembly
P14635,DEG_APCC_DBOX_1,R-HSA-380320.1,Recruitment of NuMA to mitotic centrosomes
P14635,DEG_APCC_DBOX_1,R-HSA-4419969.1,Depolymerisation of the Nuclear Lamina
P14635,DEG_APCC_DBOX_1,R-HSA-6804114.1,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
P14635,DEG_APCC_DBOX_1,R-HSA-69273.1,Cyclin A/B1 associated events during G2/M transition
P14635,DEG_APCC_DBOX_1,R-HSA-69478.1,G2/M DNA replication checkpoint
P14635,DEG_APCC_DBOX_1,R-HSA-75035.1,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex
P14921,DEG_COP1_1,R-HSA-2559585.1,Oncogene Induced Senescence
P15036,DEG_COP1_1,R-HSA-2559585.1,Oncogene Induced Senescence
P15036,DEG_COP1_1,R-HSA-2559585.1,Oncogene Induced Senescence
P16471,DEG_SCF_TRCP1_1,R-HSA-1170546.1,Prolactin receptor signaling
P16471,DEG_SCF_TRCP1_1,R-HSA-1170546.1,Prolactin receptor signaling
P16471,DEG_SCF_TRCP1_1,R-HSA-982772.1,Growth hormone receptor signaling
P16471,DEG_SCF_TRCP1_1,R-HSA-982772.1,Growth hormone receptor signaling
P16471,LIG_SH2_STAT5,R-HSA-1170546.1,Prolactin receptor signaling
P16471,LIG_SH2_STAT5,R-HSA-1170546.1,Prolactin receptor signaling
P16471,LIG_SH2_STAT5,R-HSA-982772.1,Growth hormone receptor signaling
P16471,LIG_SH2_STAT5,R-HSA-982772.1,Growth hormone receptor signaling
P16471,MOD_N-GLC_1,R-HSA-1170546.1,Prolactin receptor signaling
P16471,MOD_N-GLC_1,R-HSA-1170546.1,Prolactin receptor signaling
P16471,MOD_N-GLC_1,R-HSA-982772.1,Growth hormone receptor signaling
P16471,MOD_N-GLC_1,R-HSA-982772.1,Growth hormone receptor signaling
P16471,MOD_N-GLC_1,R-HSA-1170546.1,Prolactin receptor signaling
P16471,MOD_N-GLC_1,R-HSA-1170546.1,Prolactin receptor signaling
P16471,MOD_N-GLC_1,R-HSA-982772.1,Growth hormone receptor signaling
P16471,MOD_N-GLC_1,R-HSA-982772.1,Growth hormone receptor signaling
P16471,MOD_N-GLC_1,R-HSA-1170546.1,Prolactin receptor signaling
P16471,MOD_N-GLC_1,R-HSA-1170546.1,Prolactin receptor signaling
P16471,MOD_N-GLC_1,R-HSA-982772.1,Growth hormone receptor signaling
P16471,MOD_N-GLC_1,R-HSA-982772.1,Growth hormone receptor signaling
P17181,DEG_SCF_TRCP1_1,R-HSA-909733.1,Interferon alpha/beta signaling
P17181,DEG_SCF_TRCP1_1,R-HSA-912694.1,Regulation of IFNA signaling
P17612,DOC_AGCK_PIF_3,R-HSA-111931.1,PKA-mediated phosphorylation of CREB
P17612,DOC_AGCK_PIF_3,R-HSA-111931.1,PKA-mediated phosphorylation of CREB
P17612,DOC_AGCK_PIF_3,R-HSA-163358.1,PKA-mediated phosphorylation of key metabolic factors
P17612,DOC_AGCK_PIF_3,R-HSA-163358.1,PKA-mediated phosphorylation of key metabolic factors
P17612,DOC_AGCK_PIF_3,R-HSA-163560.1,Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis
P17612,DOC_AGCK_PIF_3,R-HSA-163560.1,Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis
P17612,DOC_AGCK_PIF_3,R-HSA-163615.1,PKA activation
P17612,DOC_AGCK_PIF_3,R-HSA-163615.1,PKA activation
P17612,DOC_AGCK_PIF_3,R-HSA-164378.1,PKA activation in glucagon signalling
P17612,DOC_AGCK_PIF_3,R-HSA-164378.1,PKA activation in glucagon signalling
P17612,DOC_AGCK_PIF_3,R-HSA-180024.1,DARPP-32 events
P17612,DOC_AGCK_PIF_3,R-HSA-180024.1,DARPP-32 events
P17612,DOC_AGCK_PIF_3,R-HSA-194223.1,HDL-mediated lipid transport
P17612,DOC_AGCK_PIF_3,R-HSA-194223.1,HDL-mediated lipid transport
P17612,DOC_AGCK_PIF_3,R-HSA-2565942.1,Regulation of PLK1 Activity at G2/M Transition
P17612,DOC_AGCK_PIF_3,R-HSA-2565942.1,Regulation of PLK1 Activity at G2/M Transition
P17612,DOC_AGCK_PIF_3,R-HSA-380259.1,Loss of Nlp from mitotic centrosomes
P17612,DOC_AGCK_PIF_3,R-HSA-380259.1,Loss of Nlp from mitotic centrosomes
P17612,DOC_AGCK_PIF_3,R-HSA-380270.1,Recruitment of mitotic centrosome proteins and complexes
P17612,DOC_AGCK_PIF_3,R-HSA-380270.1,Recruitment of mitotic centrosome proteins and complexes
P17612,DOC_AGCK_PIF_3,R-HSA-380284.1,Loss of proteins required for interphase microtubule organizationÃÂ from the centrosome
P17612,DOC_AGCK_PIF_3,R-HSA-380284.1,Loss of proteins required for interphase microtubule organizationÃÂ from the centrosome
P17612,DOC_AGCK_PIF_3,R-HSA-381676.1,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
P17612,DOC_AGCK_PIF_3,R-HSA-381676.1,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
P17612,DOC_AGCK_PIF_3,R-HSA-392517.1,Rap1 signalling
P17612,DOC_AGCK_PIF_3,R-HSA-392517.1,Rap1 signalling
P17612,DOC_AGCK_PIF_3,R-HSA-432040.1,Vasopressin regulates renal water homeostasis via Aquaporins
P17612,DOC_AGCK_PIF_3,R-HSA-432040.1,Vasopressin regulates renal water homeostasis via Aquaporins
P17612,DOC_AGCK_PIF_3,R-HSA-512988.1,Interleukin-3 5 and GM-CSF signaling
P17612,DOC_AGCK_PIF_3,R-HSA-512988.1,Interleukin-3 5 and GM-CSF signaling
P17612,DOC_AGCK_PIF_3,R-HSA-5578775.1,Ion homeostasis
P17612,DOC_AGCK_PIF_3,R-HSA-5578775.1,Ion homeostasis
P17612,DOC_AGCK_PIF_3,R-HSA-5610780.1,Degradation of GLI1 by the proteasome
P17612,DOC_AGCK_PIF_3,R-HSA-5610780.1,Degradation of GLI1 by the proteasome
P17612,DOC_AGCK_PIF_3,R-HSA-5610783.1,Degradation of GLI2 by the proteasome
P17612,DOC_AGCK_PIF_3,R-HSA-5610783.1,Degradation of GLI2 by the proteasome
P17612,DOC_AGCK_PIF_3,R-HSA-5610785.1,GLI3 is processed to GLI3R by the proteasome
P17612,DOC_AGCK_PIF_3,R-HSA-5610785.1,GLI3 is processed to GLI3R by the proteasome
P17612,DOC_AGCK_PIF_3,R-HSA-5610787.1,Hedgehog 'off' state
P17612,DOC_AGCK_PIF_3,R-HSA-5610787.1,Hedgehog 'off' state
P17612,DOC_AGCK_PIF_3,R-HSA-5620912.1,Anchoring of the basal body to the plasma membrane
P17612,DOC_AGCK_PIF_3,R-HSA-5620912.1,Anchoring of the basal body to the plasma membrane
P17612,DOC_AGCK_PIF_3,R-HSA-5621575.1,CD209 (DC-SIGN) signaling
P17612,DOC_AGCK_PIF_3,R-HSA-5621575.1,CD209 (DC-SIGN) signaling
P17612,DOC_AGCK_PIF_3,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P17612,DOC_AGCK_PIF_3,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P17612,DOC_AGCK_PIF_3,R-HSA-70263.1,Gluconeogenesis
P17612,DOC_AGCK_PIF_3,R-HSA-70263.1,Gluconeogenesis
P17612,DOC_AGCK_PIF_3,R-HSA-8854518.1,AURKA Activation by TPX2
P17612,DOC_AGCK_PIF_3,R-HSA-8854518.1,AURKA Activation by TPX2
P17612,DOC_AGCK_PIF_3,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P17612,DOC_AGCK_PIF_3,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P17612,MOD_NMyristoyl,R-HSA-111931.1,PKA-mediated phosphorylation of CREB
P17612,MOD_NMyristoyl,R-HSA-111931.1,PKA-mediated phosphorylation of CREB
P17612,MOD_NMyristoyl,R-HSA-163358.1,PKA-mediated phosphorylation of key metabolic factors
P17612,MOD_NMyristoyl,R-HSA-163358.1,PKA-mediated phosphorylation of key metabolic factors
P17612,MOD_NMyristoyl,R-HSA-163560.1,Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis
P17612,MOD_NMyristoyl,R-HSA-163560.1,Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis
P17612,MOD_NMyristoyl,R-HSA-163615.1,PKA activation
P17612,MOD_NMyristoyl,R-HSA-163615.1,PKA activation
P17612,MOD_NMyristoyl,R-HSA-164378.1,PKA activation in glucagon signalling
P17612,MOD_NMyristoyl,R-HSA-164378.1,PKA activation in glucagon signalling
P17612,MOD_NMyristoyl,R-HSA-180024.1,DARPP-32 events
P17612,MOD_NMyristoyl,R-HSA-180024.1,DARPP-32 events
P17612,MOD_NMyristoyl,R-HSA-194223.1,HDL-mediated lipid transport
P17612,MOD_NMyristoyl,R-HSA-194223.1,HDL-mediated lipid transport
P17612,MOD_NMyristoyl,R-HSA-2565942.1,Regulation of PLK1 Activity at G2/M Transition
P17612,MOD_NMyristoyl,R-HSA-2565942.1,Regulation of PLK1 Activity at G2/M Transition
P17612,MOD_NMyristoyl,R-HSA-380259.1,Loss of Nlp from mitotic centrosomes
P17612,MOD_NMyristoyl,R-HSA-380259.1,Loss of Nlp from mitotic centrosomes
P17612,MOD_NMyristoyl,R-HSA-380270.1,Recruitment of mitotic centrosome proteins and complexes
P17612,MOD_NMyristoyl,R-HSA-380270.1,Recruitment of mitotic centrosome proteins and complexes
P17612,MOD_NMyristoyl,R-HSA-380284.1,Loss of proteins required for interphase microtubule organizationÃÂ from the centrosome
P17612,MOD_NMyristoyl,R-HSA-380284.1,Loss of proteins required for interphase microtubule organizationÃÂ from the centrosome
P17612,MOD_NMyristoyl,R-HSA-381676.1,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
P17612,MOD_NMyristoyl,R-HSA-381676.1,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
P17612,MOD_NMyristoyl,R-HSA-392517.1,Rap1 signalling
P17612,MOD_NMyristoyl,R-HSA-392517.1,Rap1 signalling
P17612,MOD_NMyristoyl,R-HSA-432040.1,Vasopressin regulates renal water homeostasis via Aquaporins
P17612,MOD_NMyristoyl,R-HSA-432040.1,Vasopressin regulates renal water homeostasis via Aquaporins
P17612,MOD_NMyristoyl,R-HSA-512988.1,Interleukin-3 5 and GM-CSF signaling
P17612,MOD_NMyristoyl,R-HSA-512988.1,Interleukin-3 5 and GM-CSF signaling
P17612,MOD_NMyristoyl,R-HSA-5578775.1,Ion homeostasis
P17612,MOD_NMyristoyl,R-HSA-5578775.1,Ion homeostasis
P17612,MOD_NMyristoyl,R-HSA-5610780.1,Degradation of GLI1 by the proteasome
P17612,MOD_NMyristoyl,R-HSA-5610780.1,Degradation of GLI1 by the proteasome
P17612,MOD_NMyristoyl,R-HSA-5610783.1,Degradation of GLI2 by the proteasome
P17612,MOD_NMyristoyl,R-HSA-5610783.1,Degradation of GLI2 by the proteasome
P17612,MOD_NMyristoyl,R-HSA-5610785.1,GLI3 is processed to GLI3R by the proteasome
P17612,MOD_NMyristoyl,R-HSA-5610785.1,GLI3 is processed to GLI3R by the proteasome
P17612,MOD_NMyristoyl,R-HSA-5610787.1,Hedgehog 'off' state
P17612,MOD_NMyristoyl,R-HSA-5610787.1,Hedgehog 'off' state
P17612,MOD_NMyristoyl,R-HSA-5620912.1,Anchoring of the basal body to the plasma membrane
P17612,MOD_NMyristoyl,R-HSA-5620912.1,Anchoring of the basal body to the plasma membrane
P17612,MOD_NMyristoyl,R-HSA-5621575.1,CD209 (DC-SIGN) signaling
P17612,MOD_NMyristoyl,R-HSA-5621575.1,CD209 (DC-SIGN) signaling
P17612,MOD_NMyristoyl,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P17612,MOD_NMyristoyl,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P17612,MOD_NMyristoyl,R-HSA-70263.1,Gluconeogenesis
P17612,MOD_NMyristoyl,R-HSA-70263.1,Gluconeogenesis
P17612,MOD_NMyristoyl,R-HSA-8854518.1,AURKA Activation by TPX2
P17612,MOD_NMyristoyl,R-HSA-8854518.1,AURKA Activation by TPX2
P17612,MOD_NMyristoyl,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P17612,MOD_NMyristoyl,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P18848,DEG_SCF_TRCP1_1,R-HSA-381042.1,PERK regulates gene expression
P18850,CLV_PCSK_SKI1_1,R-HSA-381033.1,ATF6-alpha activates chaperones
P18887,LIG_FHA_2,R-HSA-110381.1,Resolution of AP sites via the single-nucleotide replacement pathway
P18887,LIG_FHA_2,R-HSA-110381.1,Resolution of AP sites via the single-nucleotide replacement pathway
P18887,LIG_FHA_2,R-HSA-5649702.1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
P18887,LIG_FHA_2,R-HSA-5649702.1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
P18887,LIG_FHA_2,R-HSA-5685939.1,HDR through MMEJ (alt-NHEJ)
P18887,LIG_FHA_2,R-HSA-5685939.1,HDR through MMEJ (alt-NHEJ)
P18887,LIG_FHA_2,R-HSA-5696397.1,Gap-filling DNA repair synthesis and ligation in GG-NER
P18887,LIG_FHA_2,R-HSA-5696397.1,Gap-filling DNA repair synthesis and ligation in GG-NER
P18887,LIG_FHA_2,R-HSA-6782210.1,Gap-filling DNA repair synthesis and ligation in TC-NER
P18887,LIG_FHA_2,R-HSA-6782210.1,Gap-filling DNA repair synthesis and ligation in TC-NER
P18887,MOD_CK2_1,R-HSA-110381.1,Resolution of AP sites via the single-nucleotide replacement pathway
P18887,MOD_CK2_1,R-HSA-110381.1,Resolution of AP sites via the single-nucleotide replacement pathway
P18887,MOD_CK2_1,R-HSA-5649702.1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
P18887,MOD_CK2_1,R-HSA-5649702.1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
P18887,MOD_CK2_1,R-HSA-5685939.1,HDR through MMEJ (alt-NHEJ)
P18887,MOD_CK2_1,R-HSA-5685939.1,HDR through MMEJ (alt-NHEJ)
P18887,MOD_CK2_1,R-HSA-5696397.1,Gap-filling DNA repair synthesis and ligation in GG-NER
P18887,MOD_CK2_1,R-HSA-5696397.1,Gap-filling DNA repair synthesis and ligation in GG-NER
P18887,MOD_CK2_1,R-HSA-6782210.1,Gap-filling DNA repair synthesis and ligation in TC-NER
P18887,MOD_CK2_1,R-HSA-6782210.1,Gap-filling DNA repair synthesis and ligation in TC-NER
P18887,MOD_CK2_1,R-HSA-110381.1,Resolution of AP sites via the single-nucleotide replacement pathway
P18887,MOD_CK2_1,R-HSA-110381.1,Resolution of AP sites via the single-nucleotide replacement pathway
P18887,MOD_CK2_1,R-HSA-5649702.1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
P18887,MOD_CK2_1,R-HSA-5649702.1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
P18887,MOD_CK2_1,R-HSA-5685939.1,HDR through MMEJ (alt-NHEJ)
P18887,MOD_CK2_1,R-HSA-5685939.1,HDR through MMEJ (alt-NHEJ)
P18887,MOD_CK2_1,R-HSA-5696397.1,Gap-filling DNA repair synthesis and ligation in GG-NER
P18887,MOD_CK2_1,R-HSA-5696397.1,Gap-filling DNA repair synthesis and ligation in GG-NER
P18887,MOD_CK2_1,R-HSA-6782210.1,Gap-filling DNA repair synthesis and ligation in TC-NER
P18887,MOD_CK2_1,R-HSA-6782210.1,Gap-filling DNA repair synthesis and ligation in TC-NER
P18887,MOD_PIKK_1,R-HSA-110381.1,Resolution of AP sites via the single-nucleotide replacement pathway
P18887,MOD_PIKK_1,R-HSA-110381.1,Resolution of AP sites via the single-nucleotide replacement pathway
P18887,MOD_PIKK_1,R-HSA-5649702.1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
P18887,MOD_PIKK_1,R-HSA-5649702.1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
P18887,MOD_PIKK_1,R-HSA-5685939.1,HDR through MMEJ (alt-NHEJ)
P18887,MOD_PIKK_1,R-HSA-5685939.1,HDR through MMEJ (alt-NHEJ)
P18887,MOD_PIKK_1,R-HSA-5696397.1,Gap-filling DNA repair synthesis and ligation in GG-NER
P18887,MOD_PIKK_1,R-HSA-5696397.1,Gap-filling DNA repair synthesis and ligation in GG-NER
P18887,MOD_PIKK_1,R-HSA-6782210.1,Gap-filling DNA repair synthesis and ligation in TC-NER
P18887,MOD_PIKK_1,R-HSA-6782210.1,Gap-filling DNA repair synthesis and ligation in TC-NER
P19838,DEG_SCF_TRCP1_1,R-HSA-1169091.1,Activation of NF-kappaB in B cells
P19838,DEG_SCF_TRCP1_1,R-HSA-1810476.1,RIP-mediated NFkB activation via ZBP1
P19838,DEG_SCF_TRCP1_1,R-HSA-193692.1,Regulated proteolysis of p75NTR
P19838,DEG_SCF_TRCP1_1,R-HSA-202424.2,Downstream TCR signaling
P19838,DEG_SCF_TRCP1_1,R-HSA-209560.1,NF-kB is activated and signals survival
P19838,DEG_SCF_TRCP1_1,R-HSA-2559582.1,Senescence-Associated Secretory Phenotype (SASP)
P19838,DEG_SCF_TRCP1_1,R-HSA-2871837.1,FCERI mediated NF-kB activation
P19838,DEG_SCF_TRCP1_1,R-HSA-3134963.1,DEx/H-box helicases activate type I IFN and inflammatory cytokines production 
P19838,DEG_SCF_TRCP1_1,R-HSA-445989.1,TAK1 activates NFkB by phosphorylation and activation of IKKs complex
P19838,DEG_SCF_TRCP1_1,R-HSA-5603027.1,IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)
P19838,DEG_SCF_TRCP1_1,R-HSA-5603029.1,IkBA variant leads to EDA-ID
P19838,DEG_SCF_TRCP1_1,R-HSA-5607764.1,CLEC7A (Dectin-1) signaling
P19838,DEG_SCF_TRCP1_1,R-HSA-5621575.1,CD209 (DC-SIGN) signaling
P19838,DEG_SCF_TRCP1_1,R-HSA-5684264.1,MAP3K8 (TPL2)-dependent MAPK1/3 activation
P19838,DEG_SCF_TRCP1_1,R-HSA-933542.1,TRAF6 mediated NF-kB activation
P19838,TRG_NLS_MonoExtC_3,R-HSA-1169091.1,Activation of NF-kappaB in B cells
P19838,TRG_NLS_MonoExtC_3,R-HSA-1810476.1,RIP-mediated NFkB activation via ZBP1
P19838,TRG_NLS_MonoExtC_3,R-HSA-193692.1,Regulated proteolysis of p75NTR
P19838,TRG_NLS_MonoExtC_3,R-HSA-202424.2,Downstream TCR signaling
P19838,TRG_NLS_MonoExtC_3,R-HSA-209560.1,NF-kB is activated and signals survival
P19838,TRG_NLS_MonoExtC_3,R-HSA-2559582.1,Senescence-Associated Secretory Phenotype (SASP)
P19838,TRG_NLS_MonoExtC_3,R-HSA-2871837.1,FCERI mediated NF-kB activation
P19838,TRG_NLS_MonoExtC_3,R-HSA-3134963.1,DEx/H-box helicases activate type I IFN and inflammatory cytokines production 
P19838,TRG_NLS_MonoExtC_3,R-HSA-445989.1,TAK1 activates NFkB by phosphorylation and activation of IKKs complex
P19838,TRG_NLS_MonoExtC_3,R-HSA-5603027.1,IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)
P19838,TRG_NLS_MonoExtC_3,R-HSA-5603029.1,IkBA variant leads to EDA-ID
P19838,TRG_NLS_MonoExtC_3,R-HSA-5607764.1,CLEC7A (Dectin-1) signaling
P19838,TRG_NLS_MonoExtC_3,R-HSA-5621575.1,CD209 (DC-SIGN) signaling
P19838,TRG_NLS_MonoExtC_3,R-HSA-5684264.1,MAP3K8 (TPL2)-dependent MAPK1/3 activation
P19838,TRG_NLS_MonoExtC_3,R-HSA-933542.1,TRAF6 mediated NF-kB activation
P19838,TRG_NLS_MonoExtN_4,R-HSA-1169091.1,Activation of NF-kappaB in B cells
P19838,TRG_NLS_MonoExtN_4,R-HSA-1810476.1,RIP-mediated NFkB activation via ZBP1
P19838,TRG_NLS_MonoExtN_4,R-HSA-193692.1,Regulated proteolysis of p75NTR
P19838,TRG_NLS_MonoExtN_4,R-HSA-202424.2,Downstream TCR signaling
P19838,TRG_NLS_MonoExtN_4,R-HSA-209560.1,NF-kB is activated and signals survival
P19838,TRG_NLS_MonoExtN_4,R-HSA-2559582.1,Senescence-Associated Secretory Phenotype (SASP)
P19838,TRG_NLS_MonoExtN_4,R-HSA-2871837.1,FCERI mediated NF-kB activation
P19838,TRG_NLS_MonoExtN_4,R-HSA-3134963.1,DEx/H-box helicases activate type I IFN and inflammatory cytokines production 
P19838,TRG_NLS_MonoExtN_4,R-HSA-445989.1,TAK1 activates NFkB by phosphorylation and activation of IKKs complex
P19838,TRG_NLS_MonoExtN_4,R-HSA-5603027.1,IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)
P19838,TRG_NLS_MonoExtN_4,R-HSA-5603029.1,IkBA variant leads to EDA-ID
P19838,TRG_NLS_MonoExtN_4,R-HSA-5607764.1,CLEC7A (Dectin-1) signaling
P19838,TRG_NLS_MonoExtN_4,R-HSA-5621575.1,CD209 (DC-SIGN) signaling
P19838,TRG_NLS_MonoExtN_4,R-HSA-5684264.1,MAP3K8 (TPL2)-dependent MAPK1/3 activation
P19838,TRG_NLS_MonoExtN_4,R-HSA-933542.1,TRAF6 mediated NF-kB activation
P21452,MOD_N-GLC_1,R-HSA-380095.1,Tachykinin receptors bind tachykinins
P21452,MOD_N-GLC_1,R-HSA-416476.2,G alpha (q) signalling events
P21452,MOD_N-GLC_1,R-HSA-380095.1,Tachykinin receptors bind tachykinins
P21452,MOD_N-GLC_1,R-HSA-416476.2,G alpha (q) signalling events
P21815,LIG_RGD,R-HSA-216083.1,Integrin cell surface interactions
P21815,LIG_RGD,R-HSA-3000178.1,ECM proteoglycans
P21815,MOD_N-GLC_1,R-HSA-216083.1,Integrin cell surface interactions
P21815,MOD_N-GLC_1,R-HSA-3000178.1,ECM proteoglycans
P21815,MOD_N-GLC_1,R-HSA-216083.1,Integrin cell surface interactions
P21815,MOD_N-GLC_1,R-HSA-3000178.1,ECM proteoglycans
P21815,MOD_N-GLC_1,R-HSA-216083.1,Integrin cell surface interactions
P21815,MOD_N-GLC_1,R-HSA-3000178.1,ECM proteoglycans
P22303,MOD_N-GLC_1,R-HSA-112311.1,Neurotransmitter Clearance In The Synaptic Cleft
P22303,MOD_N-GLC_1,R-HSA-1483191.2,Synthesis of PC
P22303,MOD_N-GLC_1,R-HSA-112311.1,Neurotransmitter Clearance In The Synaptic Cleft
P22303,MOD_N-GLC_1,R-HSA-1483191.2,Synthesis of PC
P22303,MOD_N-GLC_1,R-HSA-112311.1,Neurotransmitter Clearance In The Synaptic Cleft
P22303,MOD_N-GLC_1,R-HSA-1483191.2,Synthesis of PC
P23025,LIG_RPA_C_Vert,R-HSA-5696395.1,Formation of Incision Complex in GG-NER
P23025,LIG_RPA_C_Vert,R-HSA-5696400.1,Dual Incision in GG-NER
P23025,LIG_RPA_C_Vert,R-HSA-6781823.1,Formation of TC-NER Pre-Incision Complex
P23025,LIG_RPA_C_Vert,R-HSA-6782135.1,Dual incision in TC-NER
P23025,MOD_PIKK_1,R-HSA-5696395.1,Formation of Incision Complex in GG-NER
P23025,MOD_PIKK_1,R-HSA-5696400.1,Dual Incision in GG-NER
P23025,MOD_PIKK_1,R-HSA-6781823.1,Formation of TC-NER Pre-Incision Complex
P23025,MOD_PIKK_1,R-HSA-6782135.1,Dual incision in TC-NER
P24864,DEG_SCF_FBW7_1,R-HSA-113510.1,E2F mediated regulation of DNA replication
P24864,DEG_SCF_FBW7_1,R-HSA-113510.1,E2F mediated regulation of DNA replication
P24864,DEG_SCF_FBW7_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P24864,DEG_SCF_FBW7_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P24864,DEG_SCF_FBW7_1,R-HSA-69200.1,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
P24864,DEG_SCF_FBW7_1,R-HSA-69200.1,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
P24864,DEG_SCF_FBW7_1,R-HSA-69202.1,Cyclin E associated events during G1/S transition 
P24864,DEG_SCF_FBW7_1,R-HSA-69202.1,Cyclin E associated events during G1/S transition 
P24864,DEG_SCF_FBW7_1,R-HSA-69205.1,G1/S-Specific Transcription
P24864,DEG_SCF_FBW7_1,R-HSA-69205.1,G1/S-Specific Transcription
P24864,MOD_GSK3_1,R-HSA-113510.1,E2F mediated regulation of DNA replication
P24864,MOD_GSK3_1,R-HSA-113510.1,E2F mediated regulation of DNA replication
P24864,MOD_GSK3_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P24864,MOD_GSK3_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P24864,MOD_GSK3_1,R-HSA-69200.1,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
P24864,MOD_GSK3_1,R-HSA-69200.1,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
P24864,MOD_GSK3_1,R-HSA-69202.1,Cyclin E associated events during G1/S transition 
P24864,MOD_GSK3_1,R-HSA-69202.1,Cyclin E associated events during G1/S transition 
P24864,MOD_GSK3_1,R-HSA-69205.1,G1/S-Specific Transcription
P24864,MOD_GSK3_1,R-HSA-69205.1,G1/S-Specific Transcription
P24864,MOD_GSK3_1,R-HSA-113510.1,E2F mediated regulation of DNA replication
P24864,MOD_GSK3_1,R-HSA-113510.1,E2F mediated regulation of DNA replication
P24864,MOD_GSK3_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P24864,MOD_GSK3_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P24864,MOD_GSK3_1,R-HSA-69200.1,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
P24864,MOD_GSK3_1,R-HSA-69200.1,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
P24864,MOD_GSK3_1,R-HSA-69202.1,Cyclin E associated events during G1/S transition 
P24864,MOD_GSK3_1,R-HSA-69202.1,Cyclin E associated events during G1/S transition 
P24864,MOD_GSK3_1,R-HSA-69205.1,G1/S-Specific Transcription
P24864,MOD_GSK3_1,R-HSA-69205.1,G1/S-Specific Transcription
P25963,DEG_SCF_TRCP1_1,R-HSA-1169091.1,Activation of NF-kappaB in B cells
P25963,DEG_SCF_TRCP1_1,R-HSA-1810476.1,RIP-mediated NFkB activation via ZBP1
P25963,DEG_SCF_TRCP1_1,R-HSA-202424.2,Downstream TCR signaling
P25963,DEG_SCF_TRCP1_1,R-HSA-209560.1,NF-kB is activated and signals survival
P25963,DEG_SCF_TRCP1_1,R-HSA-2871837.1,FCERI mediated NF-kB activation
P25963,DEG_SCF_TRCP1_1,R-HSA-445989.1,TAK1 activates NFkB by phosphorylation and activation of IKKs complex
