uniprot_id,elm,kegg_id,kegg_name
P36507,DOC_MAPK_MEF2A_6,hsa05210,Colorectal cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05211,Renal cell carcinoma 
P36507,DOC_MAPK_MEF2A_6,hsa05213,Endometrial cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05214,Glioma 
P36507,DOC_MAPK_MEF2A_6,hsa05215,Prostate cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05216,Thyroid cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05218,Melanoma 
P36507,DOC_MAPK_MEF2A_6,hsa05219,Bladder cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05220,Chronic myeloid leukemia 
P36507,DOC_MAPK_MEF2A_6,hsa05221,Acute myeloid leukemia 
P36507,DOC_MAPK_MEF2A_6,hsa05223,Non small cell lung cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05224,Breast cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05225,Hepatocellular carcinoma 
P36507,DOC_MAPK_MEF2A_6,hsa05226,Gastric cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05230,Central carbon metabolism in cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05231,Choline metabolism in cancer 
P36507,DOC_MAPK_MEF2A_6,hsa05235,PD L1 expression and PD 1 checkpoint pathway in cancer 
P36604,TRG_ER_KDEL_1,spo03060,Protein export 
P36604,TRG_ER_KDEL_1,spo04141,Protein processing in endoplasmic reticulum 
P36897,TRG_DiLeu_BaEn_4,hsa04010,MAPK signaling pathway 
P36897,TRG_DiLeu_BaEn_4,hsa04060,Cytokine cytokine receptor interaction 
P36897,TRG_DiLeu_BaEn_4,hsa04068,FoxO signaling pathway 
P36897,TRG_DiLeu_BaEn_4,hsa04144,Endocytosis 
P36897,TRG_DiLeu_BaEn_4,hsa04218,Cellular senescence 
P36897,TRG_DiLeu_BaEn_4,hsa04350,TGF beta signaling pathway 
P36897,TRG_DiLeu_BaEn_4,hsa04371,Apelin signaling pathway 
P36897,TRG_DiLeu_BaEn_4,hsa04380,Osteoclast differentiation 
P36897,TRG_DiLeu_BaEn_4,hsa04390,Hippo signaling pathway 
P36897,TRG_DiLeu_BaEn_4,hsa04520,Adherens junction 
P36897,TRG_DiLeu_BaEn_4,hsa04659,Th17 cell differentiation 
P36897,TRG_DiLeu_BaEn_4,hsa04926,Relaxin signaling pathway 
P36897,TRG_DiLeu_BaEn_4,hsa04933,AGE RAGE signaling pathway in diabetic complications 
P36897,TRG_DiLeu_BaEn_4,hsa05142,Chagas disease 
P36897,TRG_DiLeu_BaEn_4,hsa05161,Hepatitis B 
P36897,TRG_DiLeu_BaEn_4,hsa05166,Human T cell leukemia virus 1 infection 
P36897,TRG_DiLeu_BaEn_4,hsa05200,Pathways in cancer 
P36897,TRG_DiLeu_BaEn_4,hsa05210,Colorectal cancer 
P36897,TRG_DiLeu_BaEn_4,hsa05212,Pancreatic cancer 
P36897,TRG_DiLeu_BaEn_4,hsa05220,Chronic myeloid leukemia 
P36897,TRG_DiLeu_BaEn_4,hsa05225,Hepatocellular carcinoma 
P36897,TRG_DiLeu_BaEn_4,hsa05226,Gastric cancer 
P36897,TRG_DiLeu_BaEn_4,hsa05415,Diabetic cardiomyopathy 
P36941,LIG_TRAF2like_MATH_shPxQ_1,hsa04060,Cytokine cytokine receptor interaction 
P36941,LIG_TRAF3_MATH_PxP_3,hsa04060,Cytokine cytokine receptor interaction 
P36941,LIG_TRAF2like_MATH_shPxQ_1,hsa04061,Viral protein interaction with cytokine and cytokine receptor 
P36941,LIG_TRAF3_MATH_PxP_3,hsa04061,Viral protein interaction with cytokine and cytokine receptor 
P36941,LIG_TRAF2like_MATH_shPxQ_1,hsa04064,NF kappa B signaling pathway 
P36941,LIG_TRAF3_MATH_PxP_3,hsa04064,NF kappa B signaling pathway 
P36941,LIG_TRAF2like_MATH_shPxQ_1,hsa04066,HIF 1 signaling pathway 
P36941,LIG_TRAF3_MATH_PxP_3,hsa04066,HIF 1 signaling pathway 
P36941,LIG_TRAF2like_MATH_shPxQ_1,hsa04672,Intestinal immune network for IgA production 
P36941,LIG_TRAF3_MATH_PxP_3,hsa04672,Intestinal immune network for IgA production 
P36941,LIG_TRAF2like_MATH_shPxQ_1,hsa05166,Human T cell leukemia virus 1 infection 
P36941,LIG_TRAF3_MATH_PxP_3,hsa05166,Human T cell leukemia virus 1 infection 
P36941,LIG_TRAF2like_MATH_shPxQ_1,hsa05203,Viral carcinogenesis 
P36941,LIG_TRAF3_MATH_PxP_3,hsa05203,Viral carcinogenesis 
P36956,CLV_C14_Caspase3-7,hsa04152,AMPK signaling pathway 
P36956,DEG_SCF_FBW7_1,hsa04152,AMPK signaling pathway 
P36956,MOD_Plk_1,hsa04152,AMPK signaling pathway 
P36956,CLV_C14_Caspase3-7,hsa04910,Insulin signaling pathway 
P36956,DEG_SCF_FBW7_1,hsa04910,Insulin signaling pathway 
P36956,MOD_Plk_1,hsa04910,Insulin signaling pathway 
P36956,CLV_C14_Caspase3-7,hsa04931,Insulin resistance 
P36956,DEG_SCF_FBW7_1,hsa04931,Insulin resistance 
P36956,MOD_Plk_1,hsa04931,Insulin resistance 
P36956,CLV_C14_Caspase3-7,hsa04932,Non alcoholic fatty liver disease 
P36956,DEG_SCF_FBW7_1,hsa04932,Non alcoholic fatty liver disease 
P36956,MOD_Plk_1,hsa04932,Non alcoholic fatty liver disease 
P37088,LIG_WW_1,hsa04742,Taste transduction 
P37088,LIG_WW_1,hsa04960,Aldosterone regulated sodium reabsorption 
P37091,LIG_WW_1,rno04742,Taste transduction 
P37091,LIG_WW_1,rno04960,Aldosterone regulated sodium reabsorption 
P37231,MOD_SUMO_for_1,hsa03320,PPAR signaling pathway 
P37231,MOD_SUMO_for_1,hsa04152,AMPK signaling pathway 
P37231,MOD_SUMO_for_1,hsa04211,Longevity regulating pathway 
P37231,MOD_SUMO_for_1,hsa04380,Osteoclast differentiation 
P37231,MOD_SUMO_for_1,hsa04714,Thermogenesis 
P37231,MOD_SUMO_for_1,hsa04932,Non alcoholic fatty liver disease 
P37231,MOD_SUMO_for_1,hsa05016,Huntington disease 
P37231,MOD_SUMO_for_1,hsa05200,Pathways in cancer 
P37231,MOD_SUMO_for_1,hsa05202,Transcriptional misregulation in cancer 
P37231,MOD_SUMO_for_1,hsa05216,Thyroid cancer 
P37231,MOD_SUMO_for_1,hsa05417,Lipid and atherosclerosis 
P37238,MOD_SUMO_for_1,mmu03320,PPAR signaling pathway 
P37238,MOD_SUMO_for_1,mmu04152,AMPK signaling pathway 
P37238,MOD_SUMO_for_1,mmu04211,Longevity regulating pathway 
P37238,MOD_SUMO_for_1,mmu04380,Osteoclast differentiation 
P37238,MOD_SUMO_for_1,mmu04714,Thermogenesis 
P37238,MOD_SUMO_for_1,mmu04932,Non alcoholic fatty liver disease 
P37238,MOD_SUMO_for_1,mmu05016,Huntington disease 
P37238,MOD_SUMO_for_1,mmu05200,Pathways in cancer 
P37238,MOD_SUMO_for_1,mmu05202,Transcriptional misregulation in cancer 
P37238,MOD_SUMO_for_1,mmu05216,Thyroid cancer 
P37238,MOD_SUMO_for_1,mmu05417,Lipid and atherosclerosis 
P37275,LIG_CtBP_PxDLS_1,hsa05202,Transcriptional misregulation in cancer 
P37275,LIG_CtBP_PxDLS_1,hsa05206,MicroRNAs in cancer 
P37275,LIG_CtBP_PxDLS_1,hsa05215,Prostate cancer 
P37840,MOD_Plk_2-3,hsa05010,Alzheimer disease 
P37840,MOD_Plk_2-3,hsa05012,Parkinson disease 
P37840,MOD_Plk_2-3,hsa05022,Pathways of neurodegeneration   multiple diseases 
P37998,LIG_GYF,ecb04514,Cell adhesion molecules 
P37998,LIG_GYF,ecb04640,Hematopoietic cell lineage 
P38170,MOD_Plk_1,sce04111,Cell cycle   yeast 
P38207,LIG_PCNA_yPIPBox_3,sce03410,Base excision repair 
P38377,LIG_CaM_IQ_9,cfa03060,Protein export 
P38377,LIG_CaM_IQ_9,cfa04141,Protein processing in endoplasmic reticulum 
P38377,LIG_CaM_IQ_9,cfa04145,Phagosome 
P38398,DOC_PP1_RVXF_1,hsa01524,Platinum drug resistance 
P38398,MOD_PIKK_1,hsa01524,Platinum drug resistance 
P38398,MOD_PKB_1,hsa01524,Platinum drug resistance 
P38398,TRG_NLS_MonoCore_2,hsa01524,Platinum drug resistance 
P38398,TRG_NLS_MonoExtC_3,hsa01524,Platinum drug resistance 
P38398,TRG_NLS_MonoExtN_4,hsa01524,Platinum drug resistance 
P38398,DOC_PP1_RVXF_1,hsa03440,Homologous recombination 
P38398,MOD_PIKK_1,hsa03440,Homologous recombination 
P38398,MOD_PKB_1,hsa03440,Homologous recombination 
P38398,TRG_NLS_MonoCore_2,hsa03440,Homologous recombination 
P38398,TRG_NLS_MonoExtC_3,hsa03440,Homologous recombination 
P38398,TRG_NLS_MonoExtN_4,hsa03440,Homologous recombination 
P38398,DOC_PP1_RVXF_1,hsa03460,Fanconi anemia pathway 
P38398,MOD_PIKK_1,hsa03460,Fanconi anemia pathway 
P38398,MOD_PKB_1,hsa03460,Fanconi anemia pathway 
P38398,TRG_NLS_MonoCore_2,hsa03460,Fanconi anemia pathway 
P38398,TRG_NLS_MonoExtC_3,hsa03460,Fanconi anemia pathway 
P38398,TRG_NLS_MonoExtN_4,hsa03460,Fanconi anemia pathway 
P38398,DOC_PP1_RVXF_1,hsa04120,Ubiquitin mediated proteolysis 
P38398,MOD_PIKK_1,hsa04120,Ubiquitin mediated proteolysis 
P38398,MOD_PKB_1,hsa04120,Ubiquitin mediated proteolysis 
P38398,TRG_NLS_MonoCore_2,hsa04120,Ubiquitin mediated proteolysis 
P38398,TRG_NLS_MonoExtC_3,hsa04120,Ubiquitin mediated proteolysis 
P38398,TRG_NLS_MonoExtN_4,hsa04120,Ubiquitin mediated proteolysis 
P38398,DOC_PP1_RVXF_1,hsa04151,PI3K Akt signaling pathway 
P38398,MOD_PIKK_1,hsa04151,PI3K Akt signaling pathway 
P38398,MOD_PKB_1,hsa04151,PI3K Akt signaling pathway 
P38398,TRG_NLS_MonoCore_2,hsa04151,PI3K Akt signaling pathway 
P38398,TRG_NLS_MonoExtC_3,hsa04151,PI3K Akt signaling pathway 
P38398,TRG_NLS_MonoExtN_4,hsa04151,PI3K Akt signaling pathway 
P38398,DOC_PP1_RVXF_1,hsa05206,MicroRNAs in cancer 
P38398,MOD_PIKK_1,hsa05206,MicroRNAs in cancer 
P38398,MOD_PKB_1,hsa05206,MicroRNAs in cancer 
P38398,TRG_NLS_MonoCore_2,hsa05206,MicroRNAs in cancer 
P38398,TRG_NLS_MonoExtC_3,hsa05206,MicroRNAs in cancer 
P38398,TRG_NLS_MonoExtN_4,hsa05206,MicroRNAs in cancer 
P38398,DOC_PP1_RVXF_1,hsa05224,Breast cancer 
P38398,MOD_PIKK_1,hsa05224,Breast cancer 
P38398,MOD_PKB_1,hsa05224,Breast cancer 
P38398,TRG_NLS_MonoCore_2,hsa05224,Breast cancer 
P38398,TRG_NLS_MonoExtC_3,hsa05224,Breast cancer 
P38398,TRG_NLS_MonoExtN_4,hsa05224,Breast cancer 
P38590,DOC_MAPK_gen_1,sce04011,MAPK signaling pathway   yeast 
P38590,DOC_MAPK_HePTP_8,sce04011,MAPK signaling pathway   yeast 
P38630,LIG_PCNA_yPIPBox_3,sce03030,DNA replication 
P38630,LIG_PCNA_yPIPBox_3,sce03420,Nucleotide excision repair 
P38630,LIG_PCNA_yPIPBox_3,sce03430,Mismatch repair 
P38634,DOC_CDC14_PxL_1,sce04011,MAPK signaling pathway   yeast 
P38634,DOC_CKS1_1,sce04011,MAPK signaling pathway   yeast 
P38634,DOC_CYCLIN_RxL_1,sce04011,MAPK signaling pathway   yeast 
P38634,DOC_CYCLIN_yCln2_LP_2,sce04011,MAPK signaling pathway   yeast 
P38634,MOD_CDC14_SPxK_1,sce04011,MAPK signaling pathway   yeast 
P38634,DOC_CDC14_PxL_1,sce04111,Cell cycle   yeast 
P38634,DOC_CKS1_1,sce04111,Cell cycle   yeast 
P38634,DOC_CYCLIN_RxL_1,sce04111,Cell cycle   yeast 
P38634,DOC_CYCLIN_yCln2_LP_2,sce04111,Cell cycle   yeast 
P38634,MOD_CDC14_SPxK_1,sce04111,Cell cycle   yeast 
P38634,DOC_CDC14_PxL_1,sce04113,Meiosis   yeast 
P38634,DOC_CKS1_1,sce04113,Meiosis   yeast 
P38634,DOC_CYCLIN_RxL_1,sce04113,Meiosis   yeast 
P38634,DOC_CYCLIN_yCln2_LP_2,sce04113,Meiosis   yeast 
P38634,MOD_CDC14_SPxK_1,sce04113,Meiosis   yeast 
P38826,DOC_CYCLIN_RxL_1,sce04111,Cell cycle   yeast 
P38826,DOC_CYCLIN_RxL_1,sce04113,Meiosis   yeast 
P38827,LIG_WD40_WDR5_WIN_3,sce00310,Lysine degradation 
P38827,LIG_WD40_WDR5_WIN_3,sce01100,Metabolic pathways 
P38936,DEG_CRL4_CDT2_1,hsa01522,Endocrine resistance 
P38936,DOC_CYCLIN_RxL_1,hsa01522,Endocrine resistance 
P38936,LIG_PCNA_PIPBox_1,hsa01522,Endocrine resistance 
P38936,MOD_PKB_1,hsa01522,Endocrine resistance 
P38936,TRG_NLS_Bipartite_1,hsa01522,Endocrine resistance 
P38936,DEG_CRL4_CDT2_1,hsa01524,Platinum drug resistance 
P38936,DOC_CYCLIN_RxL_1,hsa01524,Platinum drug resistance 
P38936,LIG_PCNA_PIPBox_1,hsa01524,Platinum drug resistance 
P38936,MOD_PKB_1,hsa01524,Platinum drug resistance 
P38936,TRG_NLS_Bipartite_1,hsa01524,Platinum drug resistance 
P38936,DEG_CRL4_CDT2_1,hsa04012,ErbB signaling pathway 
P38936,DOC_CYCLIN_RxL_1,hsa04012,ErbB signaling pathway 
P38936,LIG_PCNA_PIPBox_1,hsa04012,ErbB signaling pathway 
P38936,MOD_PKB_1,hsa04012,ErbB signaling pathway 
P38936,TRG_NLS_Bipartite_1,hsa04012,ErbB signaling pathway 
P38936,DEG_CRL4_CDT2_1,hsa04066,HIF 1 signaling pathway 
P38936,DOC_CYCLIN_RxL_1,hsa04066,HIF 1 signaling pathway 
P38936,LIG_PCNA_PIPBox_1,hsa04066,HIF 1 signaling pathway 
P38936,MOD_PKB_1,hsa04066,HIF 1 signaling pathway 
P38936,TRG_NLS_Bipartite_1,hsa04066,HIF 1 signaling pathway 
P38936,DEG_CRL4_CDT2_1,hsa04068,FoxO signaling pathway 
P38936,DOC_CYCLIN_RxL_1,hsa04068,FoxO signaling pathway 
P38936,LIG_PCNA_PIPBox_1,hsa04068,FoxO signaling pathway 
P38936,MOD_PKB_1,hsa04068,FoxO signaling pathway 
P38936,TRG_NLS_Bipartite_1,hsa04068,FoxO signaling pathway 
P38936,DEG_CRL4_CDT2_1,hsa04110,Cell cycle 
P38936,DOC_CYCLIN_RxL_1,hsa04110,Cell cycle 
P38936,LIG_PCNA_PIPBox_1,hsa04110,Cell cycle 
P38936,MOD_PKB_1,hsa04110,Cell cycle 
P38936,TRG_NLS_Bipartite_1,hsa04110,Cell cycle 
P38936,DEG_CRL4_CDT2_1,hsa04115,p53 signaling pathway 
P38936,DOC_CYCLIN_RxL_1,hsa04115,p53 signaling pathway 
P38936,LIG_PCNA_PIPBox_1,hsa04115,p53 signaling pathway 
P38936,MOD_PKB_1,hsa04115,p53 signaling pathway 
P38936,TRG_NLS_Bipartite_1,hsa04115,p53 signaling pathway 
P38936,DEG_CRL4_CDT2_1,hsa04151,PI3K Akt signaling pathway 
P38936,DOC_CYCLIN_RxL_1,hsa04151,PI3K Akt signaling pathway 
P38936,LIG_PCNA_PIPBox_1,hsa04151,PI3K Akt signaling pathway 
P38936,MOD_PKB_1,hsa04151,PI3K Akt signaling pathway 
P38936,TRG_NLS_Bipartite_1,hsa04151,PI3K Akt signaling pathway 
P38936,DEG_CRL4_CDT2_1,hsa04218,Cellular senescence 
P38936,DOC_CYCLIN_RxL_1,hsa04218,Cellular senescence 
P38936,LIG_PCNA_PIPBox_1,hsa04218,Cellular senescence 
P38936,MOD_PKB_1,hsa04218,Cellular senescence 
P38936,TRG_NLS_Bipartite_1,hsa04218,Cellular senescence 
P38936,DEG_CRL4_CDT2_1,hsa04630,JAK STAT signaling pathway 
P38936,DOC_CYCLIN_RxL_1,hsa04630,JAK STAT signaling pathway 
P38936,LIG_PCNA_PIPBox_1,hsa04630,JAK STAT signaling pathway 
P38936,MOD_PKB_1,hsa04630,JAK STAT signaling pathway 
P38936,TRG_NLS_Bipartite_1,hsa04630,JAK STAT signaling pathway 
P38936,DEG_CRL4_CDT2_1,hsa04921,Oxytocin signaling pathway 
P38936,DOC_CYCLIN_RxL_1,hsa04921,Oxytocin signaling pathway 
P38936,LIG_PCNA_PIPBox_1,hsa04921,Oxytocin signaling pathway 
P38936,MOD_PKB_1,hsa04921,Oxytocin signaling pathway 
P38936,TRG_NLS_Bipartite_1,hsa04921,Oxytocin signaling pathway 
P38936,DEG_CRL4_CDT2_1,hsa04928,"Parathyroid hormone synthesis, secretion and action "
P38936,DOC_CYCLIN_RxL_1,hsa04928,"Parathyroid hormone synthesis, secretion and action "
P38936,LIG_PCNA_PIPBox_1,hsa04928,"Parathyroid hormone synthesis, secretion and action "
P38936,MOD_PKB_1,hsa04928,"Parathyroid hormone synthesis, secretion and action "
P38936,TRG_NLS_Bipartite_1,hsa04928,"Parathyroid hormone synthesis, secretion and action "
P38936,DEG_CRL4_CDT2_1,hsa04934,Cushing syndrome 
P38936,DOC_CYCLIN_RxL_1,hsa04934,Cushing syndrome 
P38936,LIG_PCNA_PIPBox_1,hsa04934,Cushing syndrome 
P38936,MOD_PKB_1,hsa04934,Cushing syndrome 
P38936,TRG_NLS_Bipartite_1,hsa04934,Cushing syndrome 
P38936,DEG_CRL4_CDT2_1,hsa05160,Hepatitis C 
P38936,DOC_CYCLIN_RxL_1,hsa05160,Hepatitis C 
P38936,LIG_PCNA_PIPBox_1,hsa05160,Hepatitis C 
P38936,MOD_PKB_1,hsa05160,Hepatitis C 
P38936,TRG_NLS_Bipartite_1,hsa05160,Hepatitis C 
P38936,DEG_CRL4_CDT2_1,hsa05161,Hepatitis B 
P38936,DOC_CYCLIN_RxL_1,hsa05161,Hepatitis B 
P38936,LIG_PCNA_PIPBox_1,hsa05161,Hepatitis B 
P38936,MOD_PKB_1,hsa05161,Hepatitis B 
P38936,TRG_NLS_Bipartite_1,hsa05161,Hepatitis B 
P38936,DEG_CRL4_CDT2_1,hsa05163,Human cytomegalovirus infection 
P38936,DOC_CYCLIN_RxL_1,hsa05163,Human cytomegalovirus infection 
P38936,LIG_PCNA_PIPBox_1,hsa05163,Human cytomegalovirus infection 
P38936,MOD_PKB_1,hsa05163,Human cytomegalovirus infection 
P38936,TRG_NLS_Bipartite_1,hsa05163,Human cytomegalovirus infection 
P38936,DEG_CRL4_CDT2_1,hsa05165,Human papillomavirus infection 
P38936,DOC_CYCLIN_RxL_1,hsa05165,Human papillomavirus infection 
P38936,LIG_PCNA_PIPBox_1,hsa05165,Human papillomavirus infection 
P38936,MOD_PKB_1,hsa05165,Human papillomavirus infection 
P38936,TRG_NLS_Bipartite_1,hsa05165,Human papillomavirus infection 
P38936,DEG_CRL4_CDT2_1,hsa05166,Human T cell leukemia virus 1 infection 
P38936,DOC_CYCLIN_RxL_1,hsa05166,Human T cell leukemia virus 1 infection 
P38936,LIG_PCNA_PIPBox_1,hsa05166,Human T cell leukemia virus 1 infection 
P38936,MOD_PKB_1,hsa05166,Human T cell leukemia virus 1 infection 
P38936,TRG_NLS_Bipartite_1,hsa05166,Human T cell leukemia virus 1 infection 
P38936,DEG_CRL4_CDT2_1,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P38936,DOC_CYCLIN_RxL_1,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P38936,LIG_PCNA_PIPBox_1,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P38936,MOD_PKB_1,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P38936,TRG_NLS_Bipartite_1,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P38936,DEG_CRL4_CDT2_1,hsa05169,Epstein Barr virus infection 
P38936,DOC_CYCLIN_RxL_1,hsa05169,Epstein Barr virus infection 
P38936,LIG_PCNA_PIPBox_1,hsa05169,Epstein Barr virus infection 
P38936,MOD_PKB_1,hsa05169,Epstein Barr virus infection 
P38936,TRG_NLS_Bipartite_1,hsa05169,Epstein Barr virus infection 
P38936,DEG_CRL4_CDT2_1,hsa05200,Pathways in cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05200,Pathways in cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05200,Pathways in cancer 
P38936,MOD_PKB_1,hsa05200,Pathways in cancer 
P38936,TRG_NLS_Bipartite_1,hsa05200,Pathways in cancer 
P38936,DEG_CRL4_CDT2_1,hsa05202,Transcriptional misregulation in cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05202,Transcriptional misregulation in cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05202,Transcriptional misregulation in cancer 
P38936,MOD_PKB_1,hsa05202,Transcriptional misregulation in cancer 
P38936,TRG_NLS_Bipartite_1,hsa05202,Transcriptional misregulation in cancer 
P38936,DEG_CRL4_CDT2_1,hsa05203,Viral carcinogenesis 
P38936,DOC_CYCLIN_RxL_1,hsa05203,Viral carcinogenesis 
P38936,LIG_PCNA_PIPBox_1,hsa05203,Viral carcinogenesis 
P38936,MOD_PKB_1,hsa05203,Viral carcinogenesis 
P38936,TRG_NLS_Bipartite_1,hsa05203,Viral carcinogenesis 
P38936,DEG_CRL4_CDT2_1,hsa05205,Proteoglycans in cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05205,Proteoglycans in cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05205,Proteoglycans in cancer 
P38936,MOD_PKB_1,hsa05205,Proteoglycans in cancer 
P38936,TRG_NLS_Bipartite_1,hsa05205,Proteoglycans in cancer 
P38936,DEG_CRL4_CDT2_1,hsa05206,MicroRNAs in cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05206,MicroRNAs in cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05206,MicroRNAs in cancer 
P38936,MOD_PKB_1,hsa05206,MicroRNAs in cancer 
P38936,TRG_NLS_Bipartite_1,hsa05206,MicroRNAs in cancer 
P38936,DEG_CRL4_CDT2_1,hsa05210,Colorectal cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05210,Colorectal cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05210,Colorectal cancer 
P38936,MOD_PKB_1,hsa05210,Colorectal cancer 
P38936,TRG_NLS_Bipartite_1,hsa05210,Colorectal cancer 
P38936,DEG_CRL4_CDT2_1,hsa05211,Renal cell carcinoma 
P38936,DOC_CYCLIN_RxL_1,hsa05211,Renal cell carcinoma 
P38936,LIG_PCNA_PIPBox_1,hsa05211,Renal cell carcinoma 
P38936,MOD_PKB_1,hsa05211,Renal cell carcinoma 
P38936,TRG_NLS_Bipartite_1,hsa05211,Renal cell carcinoma 
P38936,DEG_CRL4_CDT2_1,hsa05212,Pancreatic cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05212,Pancreatic cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05212,Pancreatic cancer 
P38936,MOD_PKB_1,hsa05212,Pancreatic cancer 
P38936,TRG_NLS_Bipartite_1,hsa05212,Pancreatic cancer 
P38936,DEG_CRL4_CDT2_1,hsa05213,Endometrial cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05213,Endometrial cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05213,Endometrial cancer 
P38936,MOD_PKB_1,hsa05213,Endometrial cancer 
P38936,TRG_NLS_Bipartite_1,hsa05213,Endometrial cancer 
P38936,DEG_CRL4_CDT2_1,hsa05214,Glioma 
P38936,DOC_CYCLIN_RxL_1,hsa05214,Glioma 
P38936,LIG_PCNA_PIPBox_1,hsa05214,Glioma 
P38936,MOD_PKB_1,hsa05214,Glioma 
P38936,TRG_NLS_Bipartite_1,hsa05214,Glioma 
P38936,DEG_CRL4_CDT2_1,hsa05215,Prostate cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05215,Prostate cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05215,Prostate cancer 
P38936,MOD_PKB_1,hsa05215,Prostate cancer 
P38936,TRG_NLS_Bipartite_1,hsa05215,Prostate cancer 
P38936,DEG_CRL4_CDT2_1,hsa05216,Thyroid cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05216,Thyroid cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05216,Thyroid cancer 
P38936,MOD_PKB_1,hsa05216,Thyroid cancer 
P38936,TRG_NLS_Bipartite_1,hsa05216,Thyroid cancer 
P38936,DEG_CRL4_CDT2_1,hsa05217,Basal cell carcinoma 
P38936,DOC_CYCLIN_RxL_1,hsa05217,Basal cell carcinoma 
P38936,LIG_PCNA_PIPBox_1,hsa05217,Basal cell carcinoma 
P38936,MOD_PKB_1,hsa05217,Basal cell carcinoma 
P38936,TRG_NLS_Bipartite_1,hsa05217,Basal cell carcinoma 
P38936,DEG_CRL4_CDT2_1,hsa05218,Melanoma 
P38936,DOC_CYCLIN_RxL_1,hsa05218,Melanoma 
P38936,LIG_PCNA_PIPBox_1,hsa05218,Melanoma 
P38936,MOD_PKB_1,hsa05218,Melanoma 
P38936,TRG_NLS_Bipartite_1,hsa05218,Melanoma 
P38936,DEG_CRL4_CDT2_1,hsa05219,Bladder cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05219,Bladder cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05219,Bladder cancer 
P38936,MOD_PKB_1,hsa05219,Bladder cancer 
P38936,TRG_NLS_Bipartite_1,hsa05219,Bladder cancer 
P38936,DEG_CRL4_CDT2_1,hsa05220,Chronic myeloid leukemia 
P38936,DOC_CYCLIN_RxL_1,hsa05220,Chronic myeloid leukemia 
P38936,LIG_PCNA_PIPBox_1,hsa05220,Chronic myeloid leukemia 
P38936,MOD_PKB_1,hsa05220,Chronic myeloid leukemia 
P38936,TRG_NLS_Bipartite_1,hsa05220,Chronic myeloid leukemia 
P38936,DEG_CRL4_CDT2_1,hsa05222,Small cell lung cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05222,Small cell lung cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05222,Small cell lung cancer 
P38936,MOD_PKB_1,hsa05222,Small cell lung cancer 
P38936,TRG_NLS_Bipartite_1,hsa05222,Small cell lung cancer 
P38936,DEG_CRL4_CDT2_1,hsa05223,Non small cell lung cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05223,Non small cell lung cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05223,Non small cell lung cancer 
P38936,MOD_PKB_1,hsa05223,Non small cell lung cancer 
P38936,TRG_NLS_Bipartite_1,hsa05223,Non small cell lung cancer 
P38936,DEG_CRL4_CDT2_1,hsa05224,Breast cancer 
P38936,DOC_CYCLIN_RxL_1,hsa05224,Breast cancer 
P38936,LIG_PCNA_PIPBox_1,hsa05224,Breast cancer 
P38936,MOD_PKB_1,hsa05224,Breast cancer 
P38936,TRG_NLS_Bipartite_1,hsa05224,Breast cancer 
P38936,DEG_CRL4_CDT2_1,hsa05225,Hepatocellular carcinoma 
P38936,DOC_CYCLIN_RxL_1,hsa05225,Hepatocellular carcinoma 
P38936,LIG_PCNA_PIPBox_1,hsa05225,Hepatocellular carcinoma 
P38936,MOD_PKB_1,hsa05225,Hepatocellular carcinoma 
P38936,TRG_NLS_Bipartite_1,hsa05225,Hepatocellular carcinoma 
